HRGM name	Genome name	GTDB Taxonomy	Member Count	Continents	Country	Study	Genome type	16S rRNA	Quality	Completeness (%)	Contamination (%)	N50 (bp)	Genome Length (bp)
HRGM_Genome_1080	GUT_GENOME141698	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F botulinum	16	Europe;South America;North America;Asia	Argentina;Iran;Italy;France;United States	PATRIC/IMG	Isolate	Indirect	HQ	99.31	0	2752809	3808262
HRGM_Genome_1081	GUT_GENOME207305	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F tepidum	2	North America	United States	EBI	MAG	Direct	HQ	93.07	0	317552	2461563
HRGM_Genome_1082	GUT_GENOME095934	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna_H	10	NA;North America	Canada;United States;NA	CIBIO;NCBI;EBI	MAG;Isolate	Direct	HQ	99.39	0	1797577	1986740
HRGM_Genome_1083	GUT_GENOME171448	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna_F	24	North America	Canada;United States	CIBIO;EBI	MAG	Indirect	HQ	99.24	0	81860	1823789
HRGM_Genome_1084	GUT_GENOME176975	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__	1	North America	United States	EBI	MAG		MQ	65.55	0	6845	1162892
HRGM_Genome_1085	GUT_GENOME207897	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna	12	Europe;Asia;North America	Sweden;Bangladesh;United States;Denmark	CIBIO;EBI	MAG	Indirect	HQ	98.78	0.2	77146	1745390
HRGM_Genome_1086	GUT_GENOME231413	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__	1	North America	United States	HGM	MAG		HQ	97.56	0.63	31263	1914287
HRGM_Genome_1087	GUT_GENOME096478	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium catenulatum	264	South America;Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Denmark;Netherlands;Bangladesh;France;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;El Salvador;Kenya;China;Finland;United States;Iceland	NCBI;HGM;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	100	0	2079525	2079525
HRGM_Genome_1088	GUT_GENOME095938	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium infantis	2805	South America;Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Slovakia;South Korea;Denmark;Netherlands;Australia;France;India;Ireland;Fiji;Peru;Canada;Singapore;United Kingdom;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;Kenya;China;Finland;Japan;United States	NCBI;HGM;HBC;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	2832748	2832748
HRGM_Genome_1089	GUT_GENOME096132	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	166	Africa;NA;Asia;North America;Europe	Mongolia;Denmark;South Korea;NA;Italy;Sweden;Finland;United Kingdom;Madagascar;Canada;Spain;Singapore;China;Russia;Japan;United States	NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	100	0	2635766	2642081
HRGM_Genome_1090	GUT_GENOME142522	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	2658	South America;Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Slovakia;South Korea;Denmark;Netherlands;Australia;Bangladesh;France;India;Fiji;United Kingdom;Peru;Canada;Singapore;Spain;Russia;Estonia;Israel;Hungary;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	100	0	2173720	2173720
HRGM_Genome_1091	GUT_GENOME142525	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	1163	South America;Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;Fiji;United Kingdom;Peru;Canada;Singapore;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.54	0	2311342	2311342
HRGM_Genome_1092	GUT_GENOME142545	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium angulatum	67	South America;NA;Asia;North America;Europe	Mongolia;Denmark;Netherlands;NA;Sweden;France;United Kingdom;Peru;El Salvador;China;Russia;Israel;United States	NCBI;HGM;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	99.77	0.09	298183	2046632
HRGM_Genome_1093	GUT_GENOME143483	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	515	South America;NA;Asia;North America;Europe	Austria;Denmark;South Korea;Bangladesh;Ireland;United Kingdom;Russia;Peru;Canada;Singapore;Spain;Estonia;NA;Italy;Sweden;Kazakhstan;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	100	0	2422684	2422684
HRGM_Genome_1094	KIJ_genome_15824	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	2	Asia	Japan;South Korea	KIJ	MAG		MQ	88.36	1.536	12201	2155224
HRGM_Genome_1095	KIJ_genome_27764	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	3	Asia	Japan;South Korea	KIJ	MAG		MQ	74.77	2.15	3345	2205374
HRGM_Genome_1096	KIJ_genome_12981	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	230	Asia	Japan;South Korea;India	KIJ	MAG	Direct	HQ	100	0	149457	2243235
HRGM_Genome_1097	GUT_GENOME239670	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudocatenulatum	1275	Africa;Oceania;NA;North America;South America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;Fiji;United Kingdom;Peru;Canada;Singapore;Spain;Russia;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;EBI;NCBI;CGR;PATRIC/IMG	MAG;Isolate	Direct	HQ	100	0	844126	2206288
HRGM_Genome_1098	KIJ_genome_16983	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445	1	Asia	Japan	KIJ	MAG		MQ	89.53	0.618	27570	2029552
HRGM_Genome_1099	KIJ_genome_12025	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium kashiwanohense	2	Asia	Japan	KIJ	MAG		MQ	87.81	2.338	8244	1966777
HRGM_Genome_1100	KIJ_genome_18534	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445	20	Europe;Asia	Austria;South Korea;Bangladesh;India;Spain;Singapore;China;Russia;Japan;Israel	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.46	0	152976	2117560
HRGM_Genome_1101	GUT_GENOME199790	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium gallinarum	20	Europe;Asia;North America	Spain;China;Sweden;United States;Germany	CIBIO;HGM;EBI	MAG		HQ	99.09	0.08	122019	2149385
HRGM_Genome_1102	GUT_GENOME087598	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pullorum	3	Europe	Austria	CIBIO;HGM;EBI	MAG		HQ	97.58	0.96	132235	2232439
HRGM_Genome_1103	GUT_GENOME231685	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium scardovii	20	Europe;North America	Spain;Denmark;Netherlands;Sweden;United States	CIBIO;HGM;EBI	MAG	Direct	HQ	100	2.38	218657	3123324
HRGM_Genome_1104	GUT_GENOME234296	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium ruminantium	8	Africa;Oceania	Fiji;Madagascar	CIBIO;HGM	MAG		HQ	99.55	0.45	203067	2217592
HRGM_Genome_1105	GUT_GENOME096480	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Rubeoparvulales;f__Rubeoparvulaceae;g__Rubeoparvulum;s__Rubeoparvulum massiliense	1			NCBI	Isolate	Direct	HQ	98.46	2.05	556160	2843796
HRGM_Genome_1106	GUT_GENOME096482	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C massiliensis	1			NCBI	Isolate	Direct	HQ	98.78	0.75	503362	2712841
HRGM_Genome_1107	KIJ_genome_16333	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M bolteae	541	NA;North America;Asia;Europe	Mongolia;Austria;Denmark;South Korea;France;United Kingdom;Canada;Spain;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Indirect	HQ	99.32	0	245855	5723933
HRGM_Genome_1108	GUT_GENOME095986	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M sp000155435	11	Europe;NA;Asia;North America	Canada;Austria;NA;China;United States	NCBI;HGM;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.37	1.27	1264802	6548966
HRGM_Genome_1109	KIJ_genome_9576	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M clostridioforme	175	South America;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Slovakia;Denmark;United Kingdom;Fiji;Canada;Spain;Russia;Israel;NA;Sweden;Germany;El Salvador;China;Finland;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Indirect	HQ	99.32	0	116323	4829244
HRGM_Genome_1110	KIJ_genome_4822	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	14	Europe;North America;Asia	Canada;South Korea;Denmark;China;Japan	CIBIO;HGM;KIJ;EBI	MAG		HQ	99.32	0.211	222656	5888178
HRGM_Genome_1111	GUT_GENOME000980	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__	92	Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Sweden;United Kingdom;Fiji;China;Estonia;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	99.37	0	353631	6045490
HRGM_Genome_1112	GUT_GENOME001135	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M citroniae	13	NA;North America;Asia;Europe	South Korea;China;NA;United States;United Kingdom	NCBI;HGM;HBC;KIJ;CGR;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	99.37	0	687085	6476507
HRGM_Genome_1113	GUT_GENOME096670	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__Clostridium_M clostridioforme_A	17	Europe;North America;Asia	Austria;Denmark;Spain;Sweden;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.76	0	68151	4026190
HRGM_Genome_1114	GUT_GENOME096489	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Dakarella;s__Dakarella massiliensis	82	NA;North America;Asia;Europe	Mongolia;Denmark;NA;Sweden;United Kingdom;Kazakhstan;Canada;Spain;China;Estonia;Japan;Israel;United States	NCBI;HGM;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	98.12	0	585375	2476884
HRGM_Genome_1115	GUT_GENOME143188	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Dakarella;s__	400	Oceania;NA;North America;Asia;Europe	Denmark;South Korea;Netherlands;NA;Sweden;United Kingdom;Kazakhstan;Fiji;Spain;Germany;Canada;China;Estonia;Russia;Japan;Israel;United States	HGM;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	98.12	0	1920098	2621983
HRGM_Genome_1116	GUT_GENOME096491	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp001185345	2			NCBI;PATRIC/IMG	Isolate	Direct	HQ	98.64	0	1018203	3904224
HRGM_Genome_1117	GUT_GENOME103863	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea hylemonae	7	Europe;Oceania;Asia;North America	NA;Japan;France;United States;Fiji	NCBI;HGM;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	98.83	0	64368	3802096
HRGM_Genome_1118	GUT_GENOME000852	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp900086625	4	NA;Asia	China;NA	CIBIO;HGM;NCBI;CGR	MAG;Isolate	Direct	HQ	98.73	0	296574	3900136
HRGM_Genome_1119	GUT_GENOME096493	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F niameyense	1			NCBI	Isolate	Direct	HQ	97.93	0	2380284	2542842
HRGM_Genome_1120	GUT_GENOME096494	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_A;g__Bacillus_AD;s__Bacillus_AD testis	1			NCBI	Isolate	Direct	HQ	97.27	2.19	3909021	3987368
HRGM_Genome_1121	GUT_GENOME096495	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena contorta_B	2	Europe;NA	NA;United Kingdom	NCBI;HBC	Isolate	Direct	HQ	99.42	0	1069380	5156194
HRGM_Genome_1122	GUT_GENOME096179	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena fissicatena	3	Europe;NA	NA;United Kingdom	NCBI;PATRIC/IMG;HBC	Isolate	Direct	HQ	99.42	0	402542	5427315
HRGM_Genome_1123	GUT_GENOME000962	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp000509105	9	Europe;NA;Asia	Denmark;NA;China;Sweden;United Kingdom;Israel;Germany	HGM;HBC;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.42	0	159993	5056031
HRGM_Genome_1124	GUT_GENOME095983	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena lactaris	484	Africa;Oceania;NA;Asia;North America;Europe	Mongolia;Austria;Denmark;Netherlands;Australia;France;Fiji;United Kingdom;Canada;Spain;Russia;Estonia;Israel;NA;Sweden;Kazakhstan;Germany;Madagascar;China;Finland;Japan;United States	NCBI;HGM;CIBIO;CGR;EBI	MAG;Isolate	Direct	HQ	99.42	0	91712	2731235
HRGM_Genome_1125	KIJ_genome_13596	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena lactaris	110	Asia	Japan;South Korea	KIJ	MAG	Indirect	HQ	99.28	0.025	31888	2788655
HRGM_Genome_1126	KIJ_genome_20289	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	1	Asia	Japan	KIJ	MAG		MQ	81.81	2.339	6488	3300718
HRGM_Genome_1127	GUT_GENOME096496	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	98	NA;North America;Asia;Europe	Mongolia;Austria;Denmark;South Korea;Netherlands;NA;Sweden;France;United Kingdom;Germany;Canada;Spain;China;Japan;United States	NCBI;HGM;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	97.82	0	3279315	3453778
HRGM_Genome_1128	GUT_GENOME096144	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000177015	53	NA;North America;Asia;Europe	Austria;South Korea;NA;Germany;Canada;Spain;China;Japan;United States	NCBI;HGM;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	99.33	0	1703898	3197355
HRGM_Genome_1129	KIJ_genome_2440	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	1	Asia	South Korea	KIJ	MAG		MQ	86.02	1.342	29576	2334863
HRGM_Genome_1130	KIJ_genome_15463	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	17	Europe;North America;Asia	Mongolia;South Korea;China;Sweden;Japan;United States;Germany	CIBIO;KIJ;EBI	MAG		HQ	94.94	1.342	50598	2180128
HRGM_Genome_1131	GUT_GENOME000459	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	35	Europe;North America;Asia	Mongolia;South Korea;Denmark;Sweden;United Kingdom;China;Japan;United States	HGM;HBC;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	99.33	0	93811	3326194
HRGM_Genome_1132	GUT_GENOME000420	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	20	Oceania;North America;Asia;Europe	South Korea;Fiji;United Kingdom;Israel;United States;Germany	HGM;HBC;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	98.66	0.67	73373	3355718
HRGM_Genome_1133	KIJ_genome_12260	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	2	Asia	Japan	KIJ	MAG		HQ	91.38	4.451	9666	2252054
HRGM_Genome_1134	KIJ_genome_11572	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	152	Europe;North America;Asia	Mongolia;South Korea;Denmark;United Kingdom;Germany;Canada;Spain;China;Finland;Japan;United States	HGM;HBC;KIJ;CIBIO;EBI	MAG;Isolate	Indirect	HQ	97.98	0	44764	2308371
HRGM_Genome_1135	KIJ_genome_21592	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp002160305	2	Asia	Japan	KIJ	MAG		HQ	94.4	1.342	13570	2584709
HRGM_Genome_1136	GUT_GENOME152588	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	5	Asia	Japan;China	CIBIO;KIJ	MAG		HQ	95.93	1.34	20972	2350010
HRGM_Genome_1137	KIJ_genome_20237	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	1	Asia	Japan	KIJ	MAG		MQ	85.15	2.147	9864	2808942
HRGM_Genome_1138	GUT_GENOME097839	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	7	Europe;Asia	Japan;France;China	CIBIO;KIJ;EBI	MAG		HQ	93.83	1.34	16538	2409533
HRGM_Genome_1139	KIJ_genome_22463	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	2	Asia	Japan	KIJ	MAG		HQ	91.43	1.342	8771	2441707
HRGM_Genome_1140	GUT_GENOME000979	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	2	Asia	Japan;China	CGR;KIJ	MAG;Isolate	Direct	HQ	99.33	0	448554	3124708
HRGM_Genome_1141	GUT_GENOME121215	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	3	Europe	Spain	CIBIO;HGM	MAG	Direct	HQ	96.39	1.85	26364	3005540
HRGM_Genome_1142	GUT_GENOME128145	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	3	Asia	Mongolia	CIBIO;EBI	MAG	Indirect	MQ	87.67	1.08	7043	1673871
HRGM_Genome_1143	GUT_GENOME285666	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	2	Europe	Germany;Finland	CIBIO	MAG		HQ	92.88	3.58	34995	2940804
HRGM_Genome_1144	GUT_GENOME016248	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp002160305	14	Europe;Asia	Spain;Denmark;China;Israel;United Kingdom	CIBIO;HGM;EBI	MAG	Indirect	HQ	90.81	0	19795	2679456
HRGM_Genome_1145	GUT_GENOME225915	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	1	North America	United States	HGM	MAG		HQ	97.99	0	37449	2549294
HRGM_Genome_1146	GUT_GENOME096497	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Caldibacillaceae;g__Bacillus_J;s__Bacillus_J andreraoultii	3			NCBI	Isolate	Direct	HQ	96.68	2.32	2871263	4111990
HRGM_Genome_1147	GUT_GENOME096498	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas massiliensis	17	NA;North America;Asia;Europe	Austria;South Korea;NA;China;Japan;France;United States;United Kingdom	NCBI;HBC;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	99.33	0	2281024	3105129
HRGM_Genome_1148	GUT_GENOME141226	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens	35	Oceania;NA;North America;Asia;Europe	Denmark;South Korea;NA;Sweden;United Kingdom;Fiji;Germany;Canada;China;Finland;Japan;Israel;United States	HGM;HBC;KIJ;CIBIO;PATRIC/IMG;EBI	MAG;Isolate	Direct	HQ	98.66	0	3376475	3376475
HRGM_Genome_1149	KIJ_genome_19950	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	2	Europe;Asia	South Korea;Denmark	CIBIO;KIJ	MAG		MQ	84.95	0.939	83864	2589664
HRGM_Genome_1150	GUT_GENOME255537	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	1	Europe	United Kingdom	CIBIO	MAG		HQ	93.99	0	48707	2059633
HRGM_Genome_1151	GUT_GENOME097711	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	2	Asia	China	CIBIO;EBI	MAG		HQ	97.99	0.04	52362	3584489
HRGM_Genome_1152	GUT_GENOME171681	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	1	Asia	Singapore	EBI	MAG		MQ	56.1	0.67	4512	2102749
HRGM_Genome_1153	GUT_GENOME096499	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Fermentimonas;s__Fermentimonas massiliensis	1			NCBI	Isolate	Direct	HQ	100	0	1664769	2824716
HRGM_Genome_1154	GUT_GENOME096500	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tepidimicrobiaceae;g__Mt11;s__Mt11 sp001282665	1			NCBI	Isolate	Direct	HQ	98.6	2.8	788642	3568817
HRGM_Genome_1155	GUT_GENOME096501	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Kallipyga;s__Kallipyga gabonensis	1			NCBI	Isolate	Direct	HQ	96.95	0	1331844	1621211
HRGM_Genome_1156	GUT_GENOME140605	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Kallipyga;s__Kallipyga massiliensis	2	Europe;North America	Canada;France	CIBIO;PATRIC/IMG	MAG;Isolate		HQ	95.73	0.3	177233	1751953
HRGM_Genome_1157	GUT_GENOME096502	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Neofamilia;s__Neofamilia massiliensis	1			NCBI	Isolate	Direct	HQ	99.3	1.05	978141	1920334
HRGM_Genome_1158	GUT_GENOME096505	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus ihuae	1			NCBI	Isolate	Direct	HQ	93.89	2.06	4295883	6725359
